"customerkey","geographykey","fullname","gender","birthdate","yearlyincome","datefirstpurchase","city","state","region","postalcode"
15774,634,"NatalieKelly","F","1968-02-24","60000.00","2022-04-08","Redmond","Washington","United States","98052"
15775,609,"MichelleWard","F","1979-12-13","60000.00","2022-08-17","Bellingham","Washington","United States","98225"
15776,345,"JesseMitchell","M","1979-09-06","60000.00","2022-05-26","Newport Beach","California","United States","92625"
15777,637,"BriannaSmith","F","1968-01-18","60000.00","2022-04-20","Seattle","Washington","United States","98104"
15778,616,"JoséMiller","M","1962-11-07","70000.00","2021-10-21","Everett","Washington","United States","98201"
15779,611,"JacksonHayes","M","1973-08-14","70000.00","2022-05-21","Bremerton","Washington","United States","98312"
15780,301,"ClaudiaMcDonald","F","1968-05-10","70000.00","2021-10-10","Burbank","California","United States","91502"
15781,360,"BlakeEvans","M","1962-09-30","80000.00","2021-10-17","San Francisco","California","United States","94109"
15782,648,"KatelynCollins","F","1968-11-19","90000.00","2022-12-15","Yakima","Washington","United States","98901"
15783,31,"DavidAlexander","M","1973-01-07","90000.00","2022-07-10","Hobart","Tasmania","Australia","7001"
15784,26,"RebekahVazquez","F","1973-03-03","90000.00","2021-12-14","Rockhampton","Queensland","Australia","4700"
15785,36,"EdwinZhang","M","1967-10-24","70000.00","2021-11-29","Melton","Victoria","Australia","3337"
15786,34,"MarshallAndersen","M","1968-05-02","70000.00","2021-12-27","Geelong","Victoria","Australia","3220"
15787,17,"CynthiaGonzalez","F","1966-11-18","60000.00","2022-04-26","St. Leonards","New South Wales","Australia","2065"
15788,35,"BarbaraLi","F","1971-09-15","100000.00","2021-12-17","Melbourne","Victoria","Australia","3000"
15789,26,"SteveSchmidt","F","1972-02-12","110000.00","2021-12-01","Rockhampton","Queensland","Australia","4700"
15790,31,"ColinXu","M","1965-12-13","60000.00","2021-12-12","Hobart","Tasmania","Australia","7001"
15791,18,"MeganLong","F","1966-03-20","60000.00","2022-03-11","Sydney","New South Wales","Australia","1002"
15792,30,"ErnestZhou","M","1976-08-05","60000.00","2021-12-03","Perth","South Australia","Australia","6006"
15793,2,"ReneeNavarro","F","1976-04-08","70000.00","2021-12-17","Coffs Harbour","New South Wales","Australia","2450"
15794,26,"TonyaChander","F","1981-12-15","80000.00","2022-03-23","Rockhampton","Queensland","Australia","4700"
15795,16,"DianeMunoz","F","1970-07-16","80000.00","2022-04-13","Springwood","New South Wales","Australia","2777"
15796,39,"EdwardHayes","M","1970-11-08","80000.00","2022-12-24","Sunbury","Victoria","Australia","3429"
15797,19,"IsaacCox","M","1970-09-25","80000.00","2021-11-29","Wollongong","New South Wales","Australia","2500"
15798,33,"AnneMunoz","F","1970-03-19","70000.00","2022-04-12","Cranbourne","Victoria","Australia","3977"
15799,32,"VictoriaAnderson","F","1964-07-11","90000.00","2021-12-12","Bendigo","Victoria","Australia","3550"
15800,5,"AlbertoSerrano","M","1970-12-07","90000.00","2021-11-29","Lane Cove","New South Wales","Australia","1597"
15801,22,"KatrinaShen","F","1969-05-12","70000.00","2021-12-26","East Brisbane","Queensland","Australia","4169"
15802,14,"BridgetKumar","F","1979-10-18","70000.00","2021-12-24","Rhodes","New South Wales","Australia","2138"
15803,35,"BradleyGoel","M","1968-04-16","70000.00","2022-07-28","Melbourne","Victoria","Australia","3000"
15804,10,"BrittneyLiu","F","1968-02-17","70000.00","2022-12-12","Newcastle","New South Wales","Australia","2300"
15805,16,"DawnLin","F","1967-08-30","70000.00","2022-12-09","Springwood","New South Wales","Australia","2777"
15806,19,"DevinAllen","M","1973-01-02","70000.00","2022-02-26","Wollongong","New South Wales","Australia","2500"
15807,8,"ScotSchulte","M","1972-10-29","70000.00","2022-03-31","Matraville","New South Wales","Australia","2036"
15808,40,"NatashaBlanco","F","1966-07-19","70000.00","2021-12-03","Warrnambool","Victoria","Australia","3280"
15809,13,"ChristianSharma","M","1966-03-15","70000.00","2022-02-22","Port Macquarie","New South Wales","Australia","2444"
15810,37,"ReginaKapoor","F","1971-09-03","70000.00","2022-04-07","Seaford","Victoria","Australia","3198"
15811,15,"BarbaraSchultz","M","1971-05-02","70000.00","2022-04-06","Silverwater","New South Wales","Australia","2264"
15812,23,"LoganAllen","M","1964-10-07","30000.00","2022-05-20","Gold Coast","Queensland","Australia","4217"
15813,355,"JulianDiaz","M","1982-01-30","30000.00","2022-09-12","Redwood City","California","United States","94063"
15814,302,"MonicaSubram","F","1981-10-14","40000.00","2022-10-10","Burlingame","California","United States","94010"
15815,51,"NicolePrice","F","1980-07-24","40000.00","2022-04-19","Langford","British Columbia","Canada","V9"
15816,50,"VictoriaMiller","F","1981-11-17","40000.00","2022-02-21","Haney","British Columbia","Canada","V2W 1W2"
15817,536,"ChloeAlexander","F","1982-01-05","40000.00","2022-05-13","Beaverton","Oregon","United States","97005"
15818,609,"StanleyPerez","M","1982-01-16","40000.00","2022-12-15","Bellingham","Washington","United States","98225"
15819,633,"SavannahCox","F","1986-03-15","30000.00","2022-09-10","Puyallup","Washington","United States","98371"
15820,618,"ChaseWard","M","1986-04-01","30000.00","2022-02-02","Issaquah","Washington","United States","98027"
15821,383,"LoganAnderson","M","1986-06-25","30000.00","2022-02-03","West Covina","California","United States","91791"
15822,29,"DamienZhu","M","1944-04-17","40000.00","2022-06-22","Findon","South Australia","Australia","5023"
15823,32,"SharonTang","F","1944-03-23","60000.00","2022-05-15","Bendigo","Victoria","Australia","3550"
15824,310,"LindsayKumar","F","1982-11-30","30000.00","2022-03-16","Colma","California","United States","94014"
15825,637,"AngelaSimmons","F","1981-12-02","40000.00","2023-01-14","Seattle","Washington","United States","98104"
15826,53,"MarissaPrice","F","1984-07-08","30000.00","2022-02-16","Metchosin","British Columbia","Canada","V9"
15827,614,"DanielleWard","F","1984-11-03","40000.00","2021-10-19","Edmonds","Washington","United States","98020"
15828,29,"RobynRamos","F","1945-05-20","30000.00","2022-05-02","Findon","South Australia","Australia","5023"
15829,35,"DevinDiaz","M","1944-11-13","40000.00","2022-05-03","Melbourne","Victoria","Australia","3000"
15830,8,"NaomiAlonso","F","1945-08-13","40000.00","2021-12-20","Matraville","New South Wales","Australia","2036"
15831,12,"OmarHe","M","1945-08-13","40000.00","2021-12-05","North Sydney","New South Wales","Australia","2055"
15832,28,"ManuelMartinez","M","1946-10-02","40000.00","2021-12-24","Cloverdale","South Australia","Australia","6105"
15833,38,"TabithaKovar","F","1948-09-20","60000.00","2021-12-10","South Melbourne","Victoria","Australia","3205"
15834,644,"RebeccaGreen","F","1981-09-22","40000.00","2021-10-14","Walla Walla","Washington","United States","99362"
15835,315,"MarcusSmith","M","1981-10-25","40000.00","2022-12-06","Downey","California","United States","90241"
15836,343,"DevinJackson","M","1981-10-13","40000.00","2022-10-14","National City","California","United States","91950"
15837,611,"JuliaJohnston","F","1981-04-19","40000.00","2022-07-15","Bremerton","Washington","United States","98312"
15838,322,"JuliaTaylor","F","1985-02-13","30000.00","2022-04-29","Fremont","California","United States","94536"
15839,369,"WilliamTaylor","M","1979-11-18","30000.00","2022-05-06","Santa Monica","California","United States","90401"
15840,552,"NataliePeterson","F","1977-08-25","70000.00","2021-10-04","W. Linn","Oregon","United States","97068"
15841,338,"LuisShan","M","1983-05-11","80000.00","2021-10-12","Los Angeles","California","United States","90012"
15842,641,"HaleyGray","F","1983-01-09","80000.00","2021-10-14","Spokane","Washington","United States","99202"
15843,648,"CalebWright","M","1974-05-02","80000.00","2021-10-18","Yakima","Washington","United States","98901"
15844,326,"MeganBrown","F","1974-06-24","80000.00","2021-10-21","Grossmont","California","United States","91941"
15845,545,"MackenzieCarter","F","1974-06-17","80000.00","2021-10-22","Milwaukie","Oregon","United States","97222"
15846,53,"JulianFlores","M","1979-09-06","80000.00","2022-07-11","Metchosin","British Columbia","Canada","V9"
15847,70,"EdwardWhite","M","1979-05-10","90000.00","2022-05-14","Westminster","British Columbia","Canada","V3L 1E7"
15848,547,"GabrielleHernandez","F","1979-08-24","90000.00","2022-12-27","Portland","Oregon","United States","97205"
15849,641,"DestinyKelly","F","1972-08-29","110000.00","2022-06-13","Spokane","Washington","United States","99202"
15850,69,"RachelBradley","F","1978-10-04","110000.00","2022-07-05","Victoria","British Columbia","Canada","V8V"
15851,616,"TaylorAnderson","F","1972-12-18","110000.00","2021-09-28","Everett","Washington","United States","98201"
15852,368,"OscarHenderson","M","1978-08-22","120000.00","2021-10-18","Santa Cruz","California","United States","95062"
15853,339,"JasmineBrown","F","1972-08-21","120000.00","2022-06-27","Mill Valley","California","United States","94941"
15854,315,"MirandaWood","F","1973-02-24","120000.00","2022-06-13","Downey","California","United States","90241"
15855,368,"NoahJones","M","1968-10-14","80000.00","2022-09-30","Santa Cruz","California","United States","95062"
15856,51,"LuisGonzales","M","1973-08-02","90000.00","2022-01-28","Langford","British Columbia","Canada","V9"
15857,307,"IsabellaWhite","F","1964-12-03","60000.00","2022-10-23","Chula Vista","California","United States","91910"
15858,311,"JonathanParker","M","1964-12-12","60000.00","2022-07-22","Concord","California","United States","94519"
15859,69,"AbigailRamirez","F","1964-09-01","60000.00","2022-04-22","Victoria","British Columbia","Canada","V8V"
15860,609,"JoeMoreno","M","1978-04-19","40000.00","2021-10-01","Bellingham","Washington","United States","98225"
15861,299,"DamienZhao","M","1977-11-23","40000.00","2022-02-01","Berkeley","California","United States","94704"
15862,301,"SriniwaNarayanan","F","1978-06-06","50000.00","2021-10-15","Burbank","California","United States","91502"
15863,53,"AdamScott","M","1979-01-31","50000.00","2022-04-06","Metchosin","British Columbia","Canada","V9"
15864,68,"LaurenBailey","F","1984-10-16","50000.00","2022-05-08","Vancouver","British Columbia","Canada","V7L 4J4"
15865,352,"IsabelPrice","F","1976-10-11","40000.00","2021-10-22","Palo Alto","California","United States","94303"
15866,54,"AbigailWhite","F","1981-12-30","60000.00","2022-03-14","N. Vancouver","British Columbia","Canada","V7L 4J4"
15867,633,"VictoriaWhite","F","1976-08-07","60000.00","2022-12-13","Puyallup","Washington","United States","98371"
15868,66,"CalebLal","M","1976-12-10","60000.00","2022-05-19","Sooke","British Columbia","Canada","V0"
15869,632,"AlexandraHall","F","1977-06-20","60000.00","2022-03-05","Port Orchard","Washington","United States","98366"
15870,539,"ZoeHoward","F","1976-11-29","60000.00","2022-05-18","Corvallis","Oregon","United States","97330"
15871,633,"RyanJai","M","1977-06-22","60000.00","2022-03-29","Puyallup","Washington","United States","98371"
15872,69,"GabriellaGonzalez","F","1983-09-29","50000.00","2022-11-02","Victoria","British Columbia","Canada","V8V"
15873,326,"HaileyRichardson","F","1983-10-16","70000.00","2021-10-24","Grossmont","California","United States","91941"
15874,66,"SamuelMartin","M","1949-12-10","70000.00","2022-02-27","Sooke","British Columbia","Canada","V0"
15875,369,"DevinMorris","M","1949-08-16","70000.00","2022-04-08","Santa Monica","California","United States","90401"
15876,53,"EduardoTurner","M","1950-04-17","70000.00","2022-07-10","Metchosin","British Columbia","Canada","V9"
15877,299,"JordanPerez","M","1956-10-07","70000.00","2022-12-26","Berkeley","California","United States","94704"
15878,59,"KevinFlores","M","1950-10-21","70000.00","2022-03-11","Oak Bay","British Columbia","Canada","V8P"
15879,66,"TylerWilson","M","1950-11-18","70000.00","2022-04-06","Sooke","British Columbia","Canada","V0"
15880,641,"PatrickBailey","M","1951-05-13","70000.00","2022-03-16","Spokane","Washington","United States","99202"
15881,55,"DestinyWilliams","F","1951-02-17","60000.00","2022-03-08","Newton","British Columbia","Canada","V2L3W8"
15882,536,"MauriceXie","M","1951-05-01","60000.00","2021-09-28","Beaverton","Oregon","United States","97005"
15883,312,"TristanColeman","M","1951-05-13","60000.00","2022-04-04","Coronado","California","United States","92118"
15884,314,"DakotaBradley","M","1951-01-04","60000.00","2022-05-07","Daly City","California","United States","94015"
15885,638,"GarrettSanchez","M","1951-11-15","60000.00","2021-10-30","Sedro Woolley","Washington","United States","98284"
15886,335,"MatthewBrown","M","1951-10-16","60000.00","2021-11-24","Lemon Grove","California","United States","91945"
15887,611,"DeannaVazquez","F","1952-02-09","60000.00","2022-12-25","Bremerton","Washington","United States","98312"
15888,627,"AmandaRichardson","F","1951-11-02","70000.00","2021-11-27","Marysville","Washington","United States","98270"
15889,50,"RobertWright","M","1952-05-17","70000.00","2022-07-19","Haney","British Columbia","Canada","V2W 1W2"
15890,315,"JamesRussell","M","1952-08-26","60000.00","2021-11-20","Downey","California","United States","90241"
15891,331,"JordanLopez","M","1952-12-08","70000.00","2022-12-26","La Jolla","California","United States","92806"
15892,607,"PamelaSrini","F","1964-07-05","40000.00","2021-10-28","Ballard","Washington","United States","98107"
15893,609,"YolandaXu","F","1954-05-15","40000.00","2021-11-10","Bellingham","Washington","United States","98225"
15894,609,"JoannaGutierrez","F","1970-05-06","40000.00","2022-04-05","Bellingham","Washington","United States","98225"
15895,316,"SophiaParker","F","1970-05-06","60000.00","2022-06-24","El Cajon","California","United States","92020"
15896,352,"SamuelJones","M","1953-12-15","60000.00","2022-09-04","Palo Alto","California","United States","94303"
15897,385,"HaleyCooper","F","1953-09-14","70000.00","2021-11-04","Woodland Hills","California","United States","91364"
15898,648,"IsaiahGonzalez","M","1954-10-29","60000.00","2022-11-05","Yakima","Washington","United States","98901"
15899,369,"IanJames","M","1954-12-29","70000.00","2021-11-20","Santa Monica","California","United States","90401"
15900,50,"WyattRoberts","M","1961-03-24","40000.00","2022-03-08","Haney","British Columbia","Canada","V2W 1W2"
15901,616,"TaylorBryant","F","1955-08-27","60000.00","2021-11-02","Everett","Washington","United States","98201"
15902,632,"RobertDiaz","M","1955-10-23","60000.00","2021-11-02","Port Orchard","Washington","United States","98366"
15903,299,"AbigailBarnes","F","1956-01-06","60000.00","2021-11-27","Berkeley","California","United States","94704"
15904,307,"JaniceBennett","F","1955-07-25","60000.00","2021-11-15","Chula Vista","California","United States","91910"
15905,52,"TaylorTaylor","F","1956-10-15","70000.00","2022-07-12","Langley","British Columbia","Canada","V3A 4R2"
15906,66,"KaitlynLewis","F","1956-09-02","70000.00","2022-07-11","Sooke","British Columbia","Canada","V0"
15907,648,"StevenBailey","M","1956-10-15","60000.00","2022-10-01","Yakima","Washington","United States","98901"
15908,329,"DavidWilson","M","1973-09-12","60000.00","2021-11-26","Imperial Beach","California","United States","91932"
15909,334,"CassidyRoss","F","1957-03-06","60000.00","2021-11-21","Lakewood","California","United States","90712"
15910,358,"CalebHughes","M","1956-12-05","70000.00","2022-03-22","San Carlos","California","United States","94070"
15911,611,"MariaBaker","F","1963-04-23","60000.00","2022-10-07","Bremerton","Washington","United States","98312"
15912,369,"MyaSimmons","F","1957-09-04","60000.00","2022-06-06","Santa Monica","California","United States","90401"
15913,55,"AntonioHughes","M","1957-12-14","60000.00","2022-03-27","Newton","British Columbia","Canada","V2L3W8"
15914,633,"LoganBryant","M","1963-08-19","70000.00","2021-11-16","Puyallup","Washington","United States","98371"
15915,331,"AlexCox","M","1958-01-08","70000.00","2021-10-28","La Jolla","California","United States","92806"
15916,62,"BrandonWalker","M","1958-01-11","70000.00","2022-08-04","Royal Oak","British Columbia","Canada","V8X"
